frecuencia frecuencia_wo wo Q Ho valor_transferencia
800 640 4021.23859659 0.3 1.0 0.991010194463
800 640 4021.23859659 0.4 1.0 0.984183323974
800 640 4021.23859659 0.5 1.0 0.975609756098
800 640 4021.23859659 0.6 1.0 0.965429082558
800 640 4021.23859659 0.7 1.0 0.953798645698
800 640 4021.23859659 0.8 1.1 1.03497615306
800 640 4021.23859659 0.9 1.1 1.01955704813
800 640 4021.23859659 1.0 1.1 1.00311365569
800 640 4021.23859659 1.1 1.1 0.985833675007
800 640 4021.23859659 1.2 1.1 0.967895937423
800 640 4021.23859659 1.3 1.2 1.03578253597
800 640 4021.23859659 1.4 1.2 1.01530982165
800 640 4021.23859659 1.5 1.2 0.994618408891
800 640 4021.23859659 1.6 1.2 0.973841209742
800 640 4021.23859659 1.7 1.2 0.953094118712
800 640 4021.23859659 1.8 1.3 1.01018304203
800 640 4021.23859659 1.9 1.3 0.988079029721
800 640 4021.23859659 2.0 1.3 0.966282390121
800 720 4523.89342117 0.1 1.0 0.999777234952
800 720 4523.89342117 0.2 1.0 0.999109831986
800 720 4523.89342117 0.3 1.0 0.998000457727
800 720 4523.89342117 0.4 1.0 0.996453523751
800 720 4523.89342117 0.5 1.0 0.994475138122
800 720 4523.89342117 0.6 1.0 0.992073039018
800 720 4523.89342117 0.7 1.0 0.989256511827
800 720 4523.89342117 0.8 1.0 0.986036291439
800 720 4523.89342117 0.9 1.0 0.982424451701
800 720 4523.89342117 1.0 1.0 0.978434284204
800 720 4523.89342117 1.1 1.0 0.97408016868
800 720 4523.89342117 1.2 1.0 0.969377437381
800 720 4523.89342117 1.3 1.0 0.964342235745
800 720 4523.89342117 1.4 1.0 0.958991381645
800 720 4523.89342117 1.5 1.0 0.953342225351
800 720 4523.89342117 1.6 1.1 1.04215376341
800 720 4523.89342117 1.7 1.1 1.03534227463
800 720 4523.89342117 1.8 1.1 1.02826193865
800 720 4523.89342117 1.9 1.1 1.02093272984
800 720 4523.89342117 2.0 1.1 1.01337451755
800 720 4523.89342117 2.1 1.1 1.00560695373
800 720 4523.89342117 2.2 1.1 0.997649371271
800 800 5026.54824574 0.1 1.0 1.0
800 800 5026.54824574 0.2 1.0 1.0
800 800 5026.54824574 0.3 1.0 1.0
800 800 5026.54824574 0.4 1.0 1.0
800 800 5026.54824574 0.5 1.0 1.0
800 800 5026.54824574 0.6 1.0 1.0
800 800 5026.54824574 0.7 1.0 1.0
800 800 5026.54824574 0.8 1.0 1.0
800 800 5026.54824574 0.9 1.0 1.0
800 800 5026.54824574 1.0 1.0 1.0
800 800 5026.54824574 1.1 1.0 1.0
800 800 5026.54824574 1.2 1.0 1.0
800 800 5026.54824574 1.3 1.0 1.0
800 800 5026.54824574 1.4 1.0 1.0
800 800 5026.54824574 1.5 1.0 1.0
800 800 5026.54824574 1.6 1.0 1.0
800 800 5026.54824574 1.7 1.0 1.0
800 800 5026.54824574 1.8 1.0 1.0
800 800 5026.54824574 1.9 1.0 1.0
800 800 5026.54824574 2.0 1.0 1.0
800 800 5026.54824574 2.1 1.0 1.0
800 800 5026.54824574 2.2 1.0 1.0
800 800 5026.54824574 2.3 1.0 1.0
800 800 5026.54824574 2.4 1.0 1.0
800 800 5026.54824574 2.5 1.0 1.0
800 880 5529.20307032 0.1 1.0 0.999817818392
800 880 5529.20307032 0.2 1.0 0.999271870412
800 880 5529.20307032 0.3 1.0 0.998363941165
800 880 5529.20307032 0.4 1.0 0.997096987848
800 880 5529.20307032 0.5 1.0 0.995475113122
800 880 5529.20307032 0.6 1.0 0.993503528479
800 880 5529.20307032 0.7 1.0 0.991188508259
800 880 5529.20307032 0.8 1.0 0.988537335095
800 880 5529.20307032 0.9 1.0 0.985558237689
800 880 5529.20307032 1.0 1.0 0.982260321954
800 880 5529.20307032 1.1 1.0 0.978653496602
800 880 5529.20307032 1.2 1.0 0.974748394327
800 880 5529.20307032 1.3 1.0 0.970556289741
800 880 5529.20307032 1.4 1.0 0.966089015225
800 880 5529.20307032 1.5 1.0 0.961358875822
800 880 5529.20307032 1.6 1.0 0.956378564248
800 880 5529.20307032 1.7 1.0 0.951161077026
800 880 5529.20307032 1.8 1.1 1.04029159593
800 880 5529.20307032 1.9 1.1 1.03407435194
800 880 5529.20307032 2.0 1.1 1.0276402248
800 880 5529.20307032 2.1 1.1 1.02100398259
800 880 5529.20307032 2.2 1.1 1.01418031617
800 880 5529.20307032 2.3 1.1 1.00718377151
800 880 5529.20307032 2.4 1.1 1.0000286878
800 880 5529.20307032 2.5 1.1 0.992729141562
800 880 5529.20307032 2.6 1.1 0.985298896869
800 880 5529.20307032 2.7 1.1 0.977751361589
800 960 6031.85789489 0.1 1.0 0.999328454843
800 960 6031.85789489 0.2 1.0 0.997321907921
800 960 6031.85789489 0.3 1.0 0.994004355935
800 960 6031.85789489 0.4 1.0 0.989414914284
800 960 6031.85789489 0.5 1.0 0.983606557377
800 960 6031.85789489 0.6 1.0 0.976644466705
800 960 6031.85789489 0.7 1.0 0.968604084521
800 960 6031.85789489 0.8 1.0 0.95956898165
800 960 6031.85789489 0.9 1.1 1.04459151401
800 960 6031.85789489 1.0 1.1 1.03276394748
800 960 6031.85789489 1.1 1.1 1.02014756954
800 960 6031.85789489 1.2 1.1 1.00684653567
800 960 6031.85789489 1.3 1.1 0.992962953777
800 960 6031.85789489 1.4 1.1 0.978595360537
800 960 6031.85789489 1.5 1.1 0.963837499544
800 960 6031.85789489 1.6 1.2 1.03502988692
800 960 6031.85789489 1.7 1.2 1.01836004938
800 960 6031.85789489 1.8 1.2 1.00153128787
800 960 6031.85789489 1.9 1.2 0.984617743845
800 960 6031.85789489 2.0 1.2 0.967685995027
800 960 6031.85789489 2.1 1.2 0.950795220465
800 960 6031.85789489 2.2 1.3 1.01183061332
800 960 6031.85789489 2.3 1.3 0.993782984614
800 960 6031.85789489 2.4 1.3 0.975927572
800 960 6031.85789489 2.5 1.3 0.958300382261
800 960 6031.85789489 2.6 1.4 1.01331102184
800 960 6031.85789489 2.7 1.4 0.994911552614
800 960 6031.85789489 2.8 1.4 0.976839285901
800 960 6031.85789489 2.9 1.4 0.959111608587
800 960 6031.85789489 3.0 1.5 1.00900919099
800 1040 6534.51271947 0.1 1.0 0.998594389295
800 1040 6534.51271947 0.2 1.0 0.994412856011
800 1040 6534.51271947 0.3 1.0 0.987558865915
800 1040 6534.51271947 0.4 1.0 0.978197081654
800 1040 6534.51271947 0.5 1.0 0.966542750929
800 1040 6534.51271947 0.6 1.0 0.952848740287
800 1040 6534.51271947 0.7 1.1 1.0311308098
800 1040 6534.51271947 0.8 1.1 1.0125041412
800 1040 6534.51271947 0.9 1.1 0.992567194398
800 1040 6534.51271947 1.0 1.1 0.971620761704
800 1040 6534.51271947 1.1 1.2 1.03630330597
800 1040 6534.51271947 1.2 1.2 1.0121372359
800 1040 6534.51271947 1.3 1.2 0.987696138675
800 1040 6534.51271947 1.4 1.2 0.963191272666
800 1040 6534.51271947 1.5 1.3 1.01703478296
800 1040 6534.51271947 1.6 1.3 0.990897150259
800 1040 6534.51271947 1.7 1.3 0.965174096966
800 1040 6534.51271947 1.8 1.4 1.01227339333
800 1040 6534.51271947 1.9 1.4 0.985770142529
800 1040 6534.51271947 2.0 1.4 0.959971158406
800 1040 6534.51271947 2.1 1.5 1.00170044845
800 1040 6534.51271947 2.2 1.5 0.97569249958
800 1040 6534.51271947 2.3 1.5 0.950533407969
800 1040 6534.51271947 2.4 1.6 0.987977370637
800 1040 6534.51271947 2.5 1.6 0.962960383019
800 1040 6534.51271947 2.6 1.7 0.997517922262
800 1040 6534.51271947 2.7 1.7 0.972825763588
800 1040 6534.51271947 2.8 1.8 1.0048728477
800 1040 6534.51271947 2.9 1.8 0.980634318556
800 1040 6534.51271947 3.0 1.8 0.957305462141
800 1040 6534.51271947 3.1 1.9 0.986791250018
800 1040 6534.51271947 3.2 1.9 0.963986287113
800 1120 7037.16754404 0.1 1.0 0.997657238183
800 1120 7037.16754404 0.2 1.0 0.990726527976
800 1120 7037.16754404 0.3 1.0 0.979489544701
800 1120 7037.16754404 0.4 1.0 0.964381293586
800 1120 7037.16754404 0.5 1.1 1.04054054054
